transition_date,transition_hour,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-09-17,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-17,0,KABATAS-BAGCILAR,Normal,3,3,TAM,Tam Kontur,FATIH,T1,AKSARAY
2024-09-17,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-17,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,CEKMEKOY,M5,CEKMEKOY 2
2024-09-17,0,EMINONU-ALIBEYKOY,Aktarma,1,1,TAM,Tam Aktarma,FATIH,T5,KUCUKPAZAR
2024-09-17,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,GAZIOSMANPASA,T4,KARADENIZ MAHALLESI
2024-09-17,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,FENER
2024-09-17,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-17,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4,GOZTEPE
2024-09-18,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,T1,HASEKI
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,AKSARAY 1
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Abonman,SISLI,M2,OSMANBEY KUZEY
2024-09-18,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,UMRANIYE,M5,IHLAMURKUYU
2024-09-18,0,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KARTAL,M4,YAKACIK (DOGU)
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T5,EMINONU
2024-09-18,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,USKUDAR 1
2024-09-18,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,ALIBEYKOY BATI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,SISHANE KUZEY
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,SULTANAHMET
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,TekliBilet Tarifeli,FATIH,M2,HALIC GUNEY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KARTAL,M4,KARTAL (BATI)
2024-09-18,0,KABATAS-MAHMUTBEY,Aktarma,1,1,TAM,Tam Aktarma,,M7,ALIBEYKOY DOGU
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,USKUDAR 2
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,UMRANIYE,M5,ALTINSEHIR
2024-09-18,0,TAKSIM - KABATAS,Normal,1,1,TAM,Tam Kontur,BEYOGLU,F1,TAKSIM
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,MARMARAY,YENIKAPI-1
2024-09-18,0,KABATAS-BAGCILAR,Aktarma,1,1,UCRETSIZ,Tam Aktarma,FATIH,T1,HASEKI
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-18,0,KABATAS-BAGCILAR,Normal,6,5,TAM,Tam Kontur,FATIH,T1,SULTANAHMET
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,AKSEMSETTIN
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,ULUBATLI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI2,Tam Kontur,SISLI,M2,OSMANBEY KUZEY
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,ORUCREIS BATI
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,FATIH,T1,SIRKECI
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,ALIBEYKOY METRO
2024-09-18,0,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,SEHITLIK
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,M2,OSMANBEY KUZEY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,M1,AKSARAY 1
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,2,2,TAM,Tam Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,T4,RAMI
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,CAPA
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,EMNIYET
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,M3,OZGURLUK MEYDANI GUNEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,M2,HALIC KUZEY
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,AKSARAY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,YENISAHRA
2024-09-18,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Kontur,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,AYRILIKCESME
2024-09-18,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Tam Kontur,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,BEYOGLU,T1,KARAKOY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KARTAL,M4,KARTAL (DOGU)
2024-09-18,0,BAHARIYE-OLIMPIYAT,Normal,1,1,TAM,Tam Kontur,BASAKSEHIR,M9,ZIYA GOKALP MAH
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAGCILAR,M1,KIRAZLI
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,TUZLA,MARMARAY,AYDINTEPE
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,M5,USKUDAR 1
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY KUZEY
2024-09-18,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,ULUBATLI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,LEVENT 2 KUZEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,M5,ALTUNIZADE 1
2024-09-18,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,MARMARAY,YESILYURT
2024-09-18,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M3,INCIRLI
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KADIKOY,M4,AYRILIKCESME
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,YENIKAPI
2024-09-18,0,HALKALI - GEBZE,Normal,4,4,TAM,Tam Kontur,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-18,0,HALKALI - GEBZE,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAYRAMPASA,T4,TASKOPRU
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,SEHITLIK
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,AKSARAY
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,KARTAL,MARMARAY,BASAK
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,RAMI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M1,BAGCILAR MEYDAN
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,2,1,TAM,Tam Kontur,BAYRAMPASA,M1,SAGMALCILAR
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,M2,OSMANBEY KUZEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SARIYER,M2,SEYRANTEPE 3 STAD GIRISI
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ESENLER,M1,ESENLER
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M1,MERTER
2024-09-18,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GAZIOSMANPASA,T4,ALI FUAT BASGIL
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,M3,INCIRLI
2024-09-18,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,2,2,TAM,Tam Kontur,ARNAVUTKOY,TCDD-GH,HAVALIMANI (TERMINAL 1)
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,AKSARAY 1
2024-09-18,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,YENIKAPI
2024-09-18,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ESENLER,M1,MENDERES
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,BEYAZIT
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,M3,OZGURLUK MEYDANI GUNEY
2024-09-18,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,EYUPSULTAN,T4,VATAN
2024-09-18,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-18,0,BAHARIYE-OLIMPIYAT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,M9,MASKO
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,2,2,TAM,Tam Kontur,FATIH,T5,EMINONU
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T5,EMINONU
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-18,0,TOPKAPI-HABIBLER,Aktarma,1,1,TAM,Tam Aktarma,EYUPSULTAN,T4,SEHITLIK
2024-09-18,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,MARMARAY,YENIKAPI-2
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,KUCUKPAZAR
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,EMINONU 2
2024-09-18,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Abonman,USKUDAR,M5,USKUDAR 2
2024-09-18,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M1,YENIKAPI
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,VEZNECILER KUZEY
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-18,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,FESHANE
2024-09-18,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M2,HALIC GUNEY
2024-09-18,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,BEYOGLU,T1,KARAKOY
2024-09-19,0,KADIKOY-KARTAL,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M4,UNALAN
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,MALTEPE,M4,KUCUKYALI
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,EMINONU 2
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MARMARAY,YESILKOY
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M3,KIRAZLI
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,CEKMEKOY,M5,CEKMEKOY 2
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,CARSI
2024-09-19,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,SEHITLIK
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M3,OZGURLUK MEYDANI GUNEY
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-19,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M1,MERTER
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4,ACIBADEM (DOGU)
2024-09-19,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,SISLI,M2,LEVENT GUNEY
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,TAM,TekliBilet Tarifeli,USKUDAR,M4,UNALAN
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY KUZEY
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,MERKEZEFENDI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,TekliBilet Tarifeli,BEYOGLU,M2,SISHANE KUZEY
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,BASAKSEHIR,M3,SEHIR HASTANESI
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,UMRANIYE,M5,IMAM HATIP LISESI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-19,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Abonman,,M7,TEKSTILKENT
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,T1,CAPA
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,BEYAZIT
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,LEVENT GUNEY
2024-09-19,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,NURTEPE BATI
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,ALTUNIZADE 1
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,3,3,TAM,Tam Kontur,BAYRAMPASA,M1,OTOGAR
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,M1,ATAKOY
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,USKUDAR,MARMARAY,USKUDAR-2
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,MARMARAY,YESILKOY
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,M4,UNALAN
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,GAYRETTEPE
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,2,1,INDIRIMLI1,Tam Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,BEYOGLU,T1,TOPHANE
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4,MALTEPE
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,AKSARAY
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,2,1,TAM,Tam Kontur,USKUDAR,M5,USKUDAR 2
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4,KUCUKYALI
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,ATAKOY
2024-09-19,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,T4,EDIRNEKAPI
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAGCILAR,M3,YENI MAHALLE
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Abonman,USKUDAR,M4,UNALAN
2024-09-19,0,KADIKOY-KARTAL,Normal,3,2,TAM,Tam Kontur,KADIKOY,M4,KADIKOY (DOGU)
2024-09-19,0,KADIKOY-KARTAL,Normal,2,2,TAM,Tam Kontur,ATASEHIR,M4,KOZYATAGI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,GAYRETTEPE
2024-09-19,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,KARADENIZ MAH. BATI
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,FATIH,MARMARAY,SIRKECI-2
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,CEKMEKOY,M5,CEKMEKOY 2
2024-09-19,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Tam Kontur,,M7,CAGLAYAN BATI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,TERAZIDERE
2024-09-19,0,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T4,TOPKAPI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,YENIKAPI GUNEY
2024-09-19,0,KABATAS-BAGCILAR,Normal,2,1,TAM,Tam Kontur,FATIH,T1,AKSARAY
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,EMINONU 2
2024-09-19,0,BAHARIYE-OLIMPIYAT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M9,M9 YENIBOSNA
2024-09-19,0,HALKALI - GEBZE,Normal,2,2,TAM,Tam Kontur,USKUDAR,MARMARAY,USKUDAR-2
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,SISHANE GUNEY
2024-09-19,0,YENIKAPI - HAVALIMANI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAYRAMPASA,M1,OTOGAR 1
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,YENIBOSNA
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M1,ATAKOY
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,M1,ZEYTINBURNU
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,FINDIKZADE
